perf_id,supplier_id,evaluation_period,otd_rating_pct,quality_pass_rate_pct,defect_ppm,overall_risk_score
PERF_00843,SUP_004,2026-M09,91.36,94.92,1071,6.86
PERF_00844,SUP_009,2027-M11,89.71,96.58,274,6.86
PERF_00845,SUP_022,2027-M09,95.67,93.7,316,5.31
PERF_00846,SUP_023,2027-M07,88.61,95.44,883,7.97
PERF_00847,SUP_017,2026-M09,83.66,91.74,698,12.3
PERF_00848,SUP_005,2027-M03,90.82,95.86,298,6.66
PERF_00849,SUP_016,2027-M06,97.68,94.68,364,3.82
PERF_00850,SUP_018,2026-M12,92.01,98.35,837,4.82
PERF_00851,SUP_015,2026-M03,85.94,89.1,994,12.48
PERF_00852,SUP_001,2026-M04,96.37,94.63,426,4.5
PERF_00853,SUP_005,2027-M03,86.69,96.41,425,8.45
PERF_00854,SUP_025,2026-M07,96.77,93.47,417,4.88
PERF_00855,SUP_019,2027-M04,86.72,93.64,520,9.82
PERF_00856,SUP_018,2027-M02,92.48,93.31,550,7.1
PERF_00857,SUP_009,2026-M11,95.68,94.81,467,4.75
PERF_00858,SUP_004,2027-M01,85.75,92.65,649,10.8
PERF_00859,SUP_016,2027-M06,98.26,90.82,932,5.46
PERF_00860,SUP_017,2026-M12,90.39,92.3,1191,8.66
PERF_00861,SUP_024,2026-M01,90.92,94.17,669,7.45
PERF_00862,SUP_012,2027-M10,98.27,99.14,234,1.3
PERF_00863,SUP_004,2027-M05,86.14,92.89,499,10.48
PERF_00864,SUP_001,2027-M08,95.01,99.89,228,2.55
PERF_00865,SUP_015,2026-M02,90.57,93.95,789,7.74
PERF_00866,SUP_003,2026-M08,82.76,91.48,742,12.88
PERF_00867,SUP_021,2026-M03,96.7,94.17,84,4.56
PERF_00868,SUP_012,2026-M01,96.46,94.81,122,4.37
PERF_00869,SUP_022,2027-M06,92.13,95.54,279,6.16
PERF_00870,SUP_025,2027-M12,87.38,98.24,654,7.19
PERF_00871,SUP_002,2027-M02,95.35,92.76,399,5.94
PERF_00872,SUP_006,2027-M12,90.08,94.9,793,7.51
PERF_00873,SUP_015,2026-M06,88.5,94.0,711,8.75
PERF_00874,SUP_019,2027-M04,93.87,94.76,857,5.69
PERF_00875,SUP_010,2026-M03,89.45,96.33,801,7.11
PERF_00876,SUP_006,2027-M04,87.52,96.91,799,7.78
PERF_00877,SUP_025,2027-M11,92.67,94.8,459,6.26
PERF_00878,SUP_017,2026-M05,88.79,92.09,902,9.56
PERF_00879,SUP_006,2026-M06,95.2,96.08,698,4.36
PERF_00880,SUP_007,2026-M10,92.02,90.22,799,8.88
PERF_00881,SUP_006,2026-M08,95.53,92.85,490,5.81
PERF_00882,SUP_006,2026-M05,88.14,90.68,503,10.59
PERF_00883,SUP_023,2026-M07,88.39,89.49,703,11.06
PERF_00884,SUP_002,2027-M07,96.11,93.33,743,5.28
PERF_00885,SUP_021,2027-M03,94.63,97.98,328,3.69
PERF_00886,SUP_021,2026-M02,95.66,92.67,638,5.84
PERF_00887,SUP_023,2026-M03,90.02,94.38,464,7.8
PERF_00888,SUP_023,2026-M06,86.81,94.49,510,9.35
PERF_00889,SUP_013,2027-M06,89.39,88.58,969,11.02
PERF_00890,SUP_025,2026-M05,90.3,97.38,525,6.16
PERF_00891,SUP_025,2026-M04,91.91,97.46,452,5.31
PERF_00892,SUP_008,2026-M07,89.98,91.88,167,9.07
PERF_00893,SUP_009,2026-M05,94.15,91.49,479,7.18
PERF_00894,SUP_007,2027-M03,88.41,94.5,659,8.55
PERF_00895,SUP_009,2027-M11,92.11,97.23,527,5.33
PERF_00896,SUP_008,2027-M02,92.55,95.57,252,5.94
PERF_00897,SUP_024,2026-M05,92.07,94.73,476,6.6
PERF_00898,SUP_025,2026-M05,93.27,95.9,373,5.41
PERF_00899,SUP_007,2027-M07,90.2,96.38,936,6.71
PERF_00900,SUP_017,2026-M06,83.46,93.16,1105,11.69
PERF_00901,SUP_016,2026-M02,91.56,96.33,1042,6.06
PERF_00902,SUP_001,2027-M01,98.27,97.42,529,2.16
PERF_00903,SUP_014,2026-M05,88.73,92.26,709,9.5
PERF_00904,SUP_020,2026-M09,92.39,89.75,1126,8.93
PERF_00905,SUP_007,2027-M07,90.7,89.3,793,10.0
PERF_00906,SUP_016,2027-M09,84.1,95.16,817,10.37
PERF_00907,SUP_006,2026-M09,88.32,93.71,1050,8.99
PERF_00908,SUP_005,2026-M06,93.08,93.75,656,6.59
PERF_00909,SUP_015,2027-M07,96.59,93.81,822,4.8
PERF_00910,SUP_007,2026-M10,93.22,90.94,622,7.92
PERF_00911,SUP_024,2027-M02,93.49,97.41,792,4.55
PERF_00912,SUP_006,2027-M10,87.46,98.37,553,7.09
PERF_00913,SUP_020,2026-M02,86.69,92.66,1130,10.33
PERF_00914,SUP_016,2026-M11,92.96,94.64,732,6.2
PERF_00915,SUP_005,2026-M06,94.73,97.8,50,3.73
PERF_00916,SUP_015,2027-M04,89.81,94.4,389,7.89
PERF_00917,SUP_011,2027-M05,95.16,95.49,751,4.68
PERF_00918,SUP_017,2027-M05,92.12,90.44,809,8.72
PERF_00919,SUP_015,2026-M04,90.48,92.67,659,8.42
PERF_00920,SUP_010,2026-M08,86.93,89.97,844,11.55
PERF_00921,SUP_023,2027-M01,91.39,90.99,879,8.81
PERF_00922,SUP_011,2026-M08,92.11,96.63,564,5.63
PERF_00923,SUP_022,2027-M07,93.9,97.14,296,4.48
PERF_00924,SUP_007,2026-M09,88.61,92.29,570,9.55
PERF_00925,SUP_015,2027-M08,90.17,89.93,521,9.95
PERF_00926,SUP_016,2026-M02,89.55,92.96,591,8.75
PERF_00927,SUP_007,2026-M05,89.01,94.0,894,8.5
PERF_00928,SUP_017,2027-M06,85.45,88.59,631,12.98
PERF_00929,SUP_010,2027-M12,87.74,91.92,566,10.17
PERF_00930,SUP_002,2026-M09,89.51,94.46,476,8.02
PERF_00931,SUP_025,2026-M10,95.79,94.61,317,4.8
PERF_00932,SUP_014,2026-M12,85.52,92.12,610,11.18
PERF_00933,SUP_014,2026-M11,90.02,87.74,708,11.12
PERF_00934,SUP_019,2027-M11,90.4,93.46,1238,8.07
PERF_00935,SUP_010,2027-M06,90.25,90.29,700,9.73
PERF_00936,SUP_021,2026-M08,87.77,95.2,293,8.52
PERF_00937,SUP_013,2027-M12,90.75,90.63,776,9.31
PERF_00938,SUP_016,2027-M07,88.49,97.95,575,6.78
PERF_00939,SUP_005,2026-M02,99.5,98.44,456,1.03
PERF_00940,SUP_018,2027-M08,94.81,96.78,50,4.2
PERF_00941,SUP_024,2026-M10,88.96,95.31,670,7.87
PERF_00942,SUP_012,2027-M01,90.38,96.27,700,6.68
PERF_00943,SUP_004,2027-M11,93.84,93.24,850,6.46
PERF_00944,SUP_005,2027-M11,93.5,92.14,175,7.18
PERF_00945,SUP_004,2026-M01,94.79,92.72,611,6.25
PERF_00946,SUP_016,2026-M11,89.5,98.36,965,6.07
PERF_00947,SUP_016,2027-M07,97.06,93.2,699,4.87
PERF_00948,SUP_003,2027-M09,84.95,96.69,466,9.18
PERF_00949,SUP_018,2027-M06,94.35,93.06,302,6.3
PERF_00950,SUP_005,2027-M02,92.09,94.88,252,6.52
PERF_00951,SUP_014,2027-M10,86.66,94.28,559,9.53
PERF_00952,SUP_004,2027-M04,90.76,96.44,557,6.4
PERF_00953,SUP_002,2026-M03,91.25,95.02,675,6.87
PERF_00954,SUP_021,2026-M08,93.68,94.07,556,6.12
PERF_00955,SUP_025,2027-M02,90.69,97.7,481,5.81
PERF_00956,SUP_008,2026-M12,90.68,92.3,382,8.51
PERF_00957,SUP_008,2026-M01,93.2,97.47,432,4.66
PERF_00958,SUP_001,2026-M09,96.58,91.58,203,5.92
PERF_00959,SUP_021,2027-M02,93.01,93.13,272,6.93
PERF_00960,SUP_012,2027-M10,92.6,97.13,322,5.14
PERF_00961,SUP_006,2026-M06,83.39,88.1,538,14.25
PERF_00962,SUP_025,2027-M08,95.37,89.13,300,7.75
PERF_00963,SUP_015,2027-M05,89.12,97.27,542,6.81
PERF_00964,SUP_006,2027-M06,91.25,93.75,233,7.5
PERF_00965,SUP_001,2027-M03,97.5,97.34,421,2.58
PERF_00966,SUP_011,2026-M08,99.5,90.79,744,4.85
PERF_00967,SUP_012,2027-M10,93.74,97.12,350,4.57
PERF_00968,SUP_020,2026-M09,86.43,90.38,885,11.6
PERF_00969,SUP_017,2026-M06,82.85,93.48,756,11.84
PERF_00970,SUP_016,2026-M03,87.01,92.47,891,10.26
PERF_00971,SUP_025,2027-M09,92.39,96.9,253,5.35
PERF_00972,SUP_013,2027-M06,90.27,93.71,1169,8.01
PERF_00973,SUP_005,2026-M03,94.07,98.07,379,3.93
PERF_00974,SUP_008,2026-M08,95.49,92.6,709,5.96
PERF_00975,SUP_018,2026-M12,93.12,95.64,438,5.62
PERF_00976,SUP_004,2027-M01,90.86,93.11,702,8.02
PERF_00977,SUP_014,2026-M07,93.03,94.66,953,6.16
PERF_00978,SUP_004,2027-M05,88.73,91.18,851,10.04
PERF_00979,SUP_009,2027-M07,95.73,99.08,339,2.59
PERF_00980,SUP_018,2026-M08,93.01,91.7,341,7.64
PERF_00981,SUP_010,2026-M04,92.19,91.63,848,8.09
PERF_00982,SUP_007,2026-M10,88.63,93.61,490,8.88
PERF_00983,SUP_012,2027-M04,94.86,88.92,322,8.11
PERF_00984,SUP_002,2027-M06,88.51,98.61,595,6.44
PERF_00985,SUP_004,2027-M04,91.5,97.2,470,5.65
PERF_00986,SUP_016,2026-M11,95.64,95.93,592,4.22
PERF_00987,SUP_022,2027-M11,97.41,93.23,235,4.68
PERF_00988,SUP_007,2026-M10,87.37,91.48,508,10.57
PERF_00989,SUP_007,2026-M08,92.87,92.15,790,7.49
PERF_00990,SUP_016,2026-M10,88.69,89.05,694,11.13
PERF_00991,SUP_016,2027-M08,84.66,93.43,366,10.95
PERF_00992,SUP_022,2027-M09,99.5,98.28,421,1.11
PERF_00993,SUP_024,2027-M07,93.59,91.08,788,7.66
PERF_00994,SUP_024,2026-M09,90.4,93.86,934,7.87
PERF_00995,SUP_025,2026-M11,96.2,96.72,69,3.54
PERF_00996,SUP_012,2026-M08,91.72,96.09,378,6.09
PERF_00997,SUP_001,2027-M07,91.81,99.9,623,4.14
PERF_00998,SUP_012,2026-M05,96.41,96.58,317,3.5
PERF_00999,SUP_021,2027-M04,90.24,95.59,511,7.09
PERF_01000,SUP_014,2026-M04,84.57,93.04,748,11.19
PERF_01001,SUP_022,2026-M08,88.28,93.85,317,8.94
PERF_01002,SUP_018,2026-M01,99.36,97.19,152,1.72
PERF_01003,SUP_002,2027-M11,94.86,91.73,656,6.7
PERF_01004,SUP_012,2027-M02,93.19,96.17,625,5.32
PERF_01005,SUP_008,2026-M09,87.74,90.91,443,10.68
PERF_01006,SUP_015,2026-M09,93.82,90.0,53,8.09
PERF_01007,SUP_023,2027-M11,88.15,94.38,940,8.74
PERF_01008,SUP_008,2027-M06,90.21,93.37,790,8.21
PERF_01009,SUP_005,2027-M06,88.99,95.43,398,7.79
PERF_01010,SUP_024,2027-M05,91.15,91.93,686,8.46
PERF_01011,SUP_005,2026-M11,87.14,94.75,450,9.06
PERF_01012,SUP_019,2027-M08,86.55,93.15,789,10.15
PERF_01013,SUP_016,2027-M06,89.37,94.03,447,8.3
PERF_01014,SUP_012,2026-M10,93.98,97.93,391,4.04
PERF_01015,SUP_012,2026-M12,92.84,96.96,502,5.1
PERF_01016,SUP_011,2026-M01,87.85,98.9,332,6.62
PERF_01017,SUP_010,2026-M04,90.48,95.79,445,6.86
PERF_01018,SUP_025,2026-M11,91.87,95.28,243,6.42
PERF_01019,SUP_018,2027-M04,98.9,93.66,308,3.72
PERF_01020,SUP_021,2027-M08,93.71,92.39,380,6.95
PERF_01021,SUP_001,2026-M09,96.15,95.97,301,3.94
PERF_01022,SUP_017,2026-M02,85.81,87.81,904,13.19
PERF_01023,SUP_013,2026-M02,93.26,92.05,845,7.34
PERF_01024,SUP_025,2027-M01,96.08,92.83,740,5.55
PERF_01025,SUP_015,2027-M10,91.31,97.88,473,5.41
PERF_01026,SUP_020,2027-M12,93.15,93.74,930,6.56
PERF_01027,SUP_006,2026-M09,90.8,92.78,900,8.21
PERF_01028,SUP_023,2026-M09,89.92,88.08,476,11.0
PERF_01029,SUP_020,2027-M11,87.14,92.57,808,10.15
PERF_01030,SUP_008,2027-M08,95.26,89.52,588,7.61
PERF_01031,SUP_005,2026-M07,89.15,98.3,341,6.28
PERF_01032,SUP_003,2027-M06,90.76,90.84,955,9.2
PERF_01033,SUP_005,2026-M01,97.73,97.86,334,2.2
PERF_01034,SUP_011,2027-M08,95.74,94.23,571,5.02
PERF_01035,SUP_002,2026-M10,98.35,98.28,294,1.69
PERF_01036,SUP_013,2027-M06,89.08,88.77,914,11.08
PERF_01037,SUP_024,2026-M10,91.15,88.53,447,10.16
PERF_01038,SUP_002,2027-M05,92.55,94.85,198,6.3
PERF_01039,SUP_023,2027-M07,90.67,93.63,661,7.85
PERF_01040,SUP_010,2026-M01,86.93,95.42,1051,8.82
PERF_01041,SUP_020,2026-M09,86.25,90.27,918,11.74
PERF_01042,SUP_007,2026-M09,88.13,92.45,867,9.71
PERF_01043,SUP_016,2026-M09,84.67,96.9,654,9.22
PERF_01044,SUP_016,2027-M08,89.17,93.38,632,8.72
PERF_01045,SUP_025,2027-M12,88.81,99.74,408,5.72
PERF_01046,SUP_016,2027-M07,91.73,95.98,435,6.14
PERF_01047,SUP_016,2027-M05,91.82,92.93,809,7.62
PERF_01048,SUP_005,2027-M02,88.22,96.15,239,7.81
PERF_01049,SUP_017,2027-M02,88.7,92.78,698,9.26
PERF_01050,SUP_005,2026-M10,92.46,96.12,180,5.71
PERF_01051,SUP_011,2027-M05,96.53,95.08,50,4.19
PERF_01052,SUP_007,2026-M03,88.08,90.2,393,10.86
PERF_01053,SUP_022,2026-M10,90.29,96.27,665,6.72
PERF_01054,SUP_002,2027-M07,94.34,94.08,531,5.79
PERF_01055,SUP_004,2027-M10,88.72,91.66,429,9.81
PERF_01056,SUP_021,2027-M03,87.84,94.43,491,8.86
PERF_01057,SUP_004,2026-M09,89.81,92.36,470,8.91
PERF_01058,SUP_016,2026-M06,92.22,90.31,795,8.74
PERF_01059,SUP_015,2026-M02,87.69,91.92,326,10.19
PERF_01060,SUP_008,2027-M08,90.1,96.84,663,6.53
PERF_01061,SUP_007,2027-M07,92.14,94.11,499,6.88
PERF_01062,SUP_012,2026-M09,93.61,94.45,626,5.97
PERF_01063,SUP_021,2027-M07,89.51,97.63,638,6.43
PERF_01064,SUP_024,2027-M06,95.29,92.18,822,6.26
PERF_01065,SUP_021,2026-M08,99.5,93.86,152,3.32
PERF_01066,SUP_011,2026-M07,88.36,97.78,50,6.93
PERF_01067,SUP_008,2027-M02,90.48,95.49,597,7.02
PERF_01068,SUP_005,2026-M05,95.88,96.96,615,3.58
PERF_01069,SUP_020,2027-M02,84.84,90.11,665,12.53
PERF_01070,SUP_016,2027-M03,92.89,95.85,730,5.63
PERF_01071,SUP_011,2026-M02,97.55,93.05,733,4.7
PERF_01072,SUP_014,2026-M07,92.87,94.04,1136,6.54
PERF_01073,SUP_024,2027-M12,84.83,91.89,532,11.64
PERF_01074,SUP_016,2027-M09,92.56,90.97,791,8.24
PERF_01075,SUP_023,2027-M08,93.61,94.74,756,5.83
PERF_01076,SUP_007,2026-M06,86.24,90.68,969,11.54
PERF_01077,SUP_023,2027-M09,91.84,92.9,616,7.63
PERF_01078,SUP_011,2026-M12,87.92,93.32,782,9.38
PERF_01079,SUP_009,2027-M07,89.26,95.87,661,7.44
PERF_01080,SUP_002,2026-M09,89.64,96.06,627,7.15
PERF_01081,SUP_004,2027-M11,90.14,99.9,326,4.98
PERF_01082,SUP_024,2027-M06,92.98,92.77,834,7.12
PERF_01083,SUP_010,2026-M12,90.52,90.97,765,9.25
PERF_01084,SUP_017,2027-M12,81.83,93.11,899,12.53
PERF_01085,SUP_024,2027-M01,91.72,95.85,753,6.22
PERF_01086,SUP_006,2026-M07,90.54,91.2,517,9.13
PERF_01087,SUP_019,2026-M03,93.06,96.59,652,5.17
PERF_01088,SUP_007,2027-M08,89.34,90.54,954,10.06
PERF_01089,SUP_013,2027-M04,90.0,96.85,624,6.58
PERF_01090,SUP_015,2026-M10,89.57,94.38,749,8.03
PERF_01091,SUP_008,2026-M09,90.95,92.22,736,8.41
PERF_01092,SUP_022,2027-M09,96.16,93.71,671,5.06
PERF_01093,SUP_004,2027-M09,93.61,93.74,675,6.33
PERF_01094,SUP_009,2027-M01,94.76,93.25,466,6.0
PERF_01095,SUP_015,2026-M03,84.24,95.99,307,9.89
PERF_01096,SUP_016,2027-M09,94.91,92.77,597,6.16
PERF_01097,SUP_001,2026-M03,93.32,96.08,603,5.3
PERF_01098,SUP_014,2026-M10,80.84,95.39,847,11.88
PERF_01099,SUP_011,2026-M06,90.38,93.31,735,8.16
PERF_01100,SUP_024,2027-M04,86.96,90.32,907,11.36
PERF_01101,SUP_007,2026-M12,90.22,90.46,763,9.66
PERF_01102,SUP_005,2027-M09,91.52,99.15,572,4.66
PERF_01103,SUP_025,2027-M08,95.6,96.9,752,3.75
PERF_01104,SUP_001,2026-M03,95.2,93.85,409,5.47
PERF_01105,SUP_008,2026-M07,97.86,91.86,487,5.14
PERF_01106,SUP_010,2027-M11,90.45,92.67,523,8.44
PERF_01107,SUP_024,2026-M08,93.17,99.0,719,3.91
PERF_01108,SUP_024,2027-M01,87.09,89.33,731,11.79
PERF_01109,SUP_019,2026-M10,92.81,94.19,699,6.5
PERF_01110,SUP_013,2026-M10,86.23,89.27,966,12.25
PERF_01111,SUP_012,2027-M07,97.34,92.54,677,5.06
PERF_01112,SUP_010,2026-M09,90.92,96.3,451,6.39
PERF_01113,SUP_012,2026-M02,90.5,96.03,460,6.74
PERF_01114,SUP_001,2026-M10,99.5,98.57,271,0.97
PERF_01115,SUP_001,2026-M04,92.12,99.88,127,4.0
PERF_01116,SUP_015,2027-M03,95.59,93.09,938,5.66
PERF_01117,SUP_023,2027-M02,91.54,92.66,596,7.9
PERF_01118,SUP_015,2026-M12,89.68,94.87,635,7.72
PERF_01119,SUP_005,2026-M02,92.82,95.99,375,5.59
PERF_01120,SUP_001,2026-M08,88.81,97.95,124,6.62
PERF_01121,SUP_010,2027-M07,85.74,88.58,361,12.84
PERF_01122,SUP_020,2027-M12,83.63,90.03,1210,13.17
PERF_01123,SUP_009,2027-M10,91.52,95.84,540,6.32
PERF_01124,SUP_003,2026-M04,89.89,92.81,460,8.65
PERF_01125,SUP_011,2026-M05,98.35,99.9,63,0.88
PERF_01126,SUP_020,2027-M07,84.63,91.1,627,12.14
PERF_01127,SUP_006,2027-M01,91.62,91.58,1093,8.4
PERF_01128,SUP_010,2026-M10,92.77,93.33,925,6.95
PERF_01129,SUP_002,2027-M06,96.72,94.19,276,4.55
PERF_01130,SUP_021,2026-M09,93.33,97.55,487,4.56
PERF_01131,SUP_004,2026-M01,85.37,91.39,645,11.62
PERF_01132,SUP_024,2027-M06,89.57,98.13,402,6.15
PERF_01133,SUP_013,2027-M04,89.52,95.72,1254,7.38
PERF_01134,SUP_005,2026-M10,93.39,97.63,473,4.49
PERF_01135,SUP_001,2027-M10,95.79,96.55,407,3.83
PERF_01136,SUP_007,2026-M01,81.6,94.51,745,11.94
PERF_01137,SUP_011,2027-M11,93.33,99.9,265,3.38
PERF_01138,SUP_022,2027-M09,92.79,99.9,233,3.66
PERF_01139,SUP_009,2027-M02,91.45,95.03,628,6.76
PERF_01140,SUP_012,2027-M06,95.22,93.17,253,5.81
PERF_01141,SUP_022,2027-M04,92.18,95.81,485,6.0
PERF_01142,SUP_017,2027-M03,88.65,87.16,1052,12.1
PERF_01143,SUP_010,2027-M09,89.96,96.26,808,6.89
PERF_01144,SUP_024,2027-M03,93.1,94.37,949,6.26
PERF_01145,SUP_014,2027-M05,89.87,91.96,1234,9.09
PERF_01146,SUP_011,2026-M03,96.67,97.43,144,2.95
PERF_01147,SUP_019,2026-M08,85.64,93.73,729,10.31
PERF_01148,SUP_024,2026-M05,87.96,93.55,997,9.25
PERF_01149,SUP_019,2027-M06,91.59,90.15,677,9.13
PERF_01150,SUP_014,2026-M07,85.89,91.23,697,11.44
PERF_01151,SUP_006,2027-M03,88.67,90.26,634,10.53
PERF_01152,SUP_007,2026-M03,87.52,85.48,1130,13.5
PERF_01153,SUP_004,2027-M09,93.37,92.46,663,7.09
PERF_01154,SUP_006,2027-M08,86.59,97.64,1039,7.88
PERF_01155,SUP_018,2026-M06,94.17,98.36,455,3.73
PERF_01156,SUP_021,2027-M07,89.09,94.37,486,8.27
PERF_01157,SUP_025,2027-M06,92.64,95.45,381,5.95
PERF_01158,SUP_017,2026-M08,87.16,91.73,627,10.56
PERF_01159,SUP_017,2026-M01,85.25,88.39,1035,13.18
PERF_01160,SUP_025,2027-M11,87.68,98.88,677,6.72
PERF_01161,SUP_009,2026-M04,92.19,88.89,387,9.46
PERF_01162,SUP_014,2027-M08,88.11,89.67,676,11.11
PERF_01163,SUP_020,2026-M07,92.29,93.46,635,7.12
PERF_01164,SUP_015,2027-M02,85.91,92.98,577,10.56
PERF_01165,SUP_024,2027-M08,91.29,91.86,782,8.42
PERF_01166,SUP_015,2026-M01,96.51,95.84,610,3.82
PERF_01167,SUP_017,2027-M02,86.85,90.71,1076,11.22
PERF_01168,SUP_008,2026-M06,89.72,94.51,570,7.88
PERF_01169,SUP_019,2026-M12,87.99,89.57,764,11.22
PERF_01170,SUP_013,2027-M12,87.82,93.25,693,9.47
PERF_01171,SUP_016,2026-M11,94.06,91.41,982,7.26
PERF_01172,SUP_018,2026-M09,88.46,96.89,515,7.33
PERF_01173,SUP_019,2026-M08,87.11,94.06,955,9.41
PERF_01174,SUP_004,2027-M07,83.45,94.66,161,10.94
PERF_01175,SUP_016,2027-M11,87.5,97.67,523,7.41
PERF_01176,SUP_010,2026-M08,85.68,92.31,1133,11.0
PERF_01177,SUP_013,2026-M05,82.5,89.37,1099,14.06
PERF_01178,SUP_016,2026-M04,95.97,93.34,392,5.34
PERF_01179,SUP_009,2026-M04,99.39,99.39,595,0.61
PERF_01180,SUP_021,2027-M09,90.66,95.28,427,7.03
PERF_01181,SUP_016,2026-M06,91.39,97.23,815,5.69
PERF_01182,SUP_005,2026-M05,91.37,99.84,422,4.39
PERF_01183,SUP_018,2026-M08,95.76,99.47,197,2.38
PERF_01184,SUP_001,2026-M10,95.09,95.47,50,4.72
PERF_01185,SUP_017,2027-M02,88.44,97.88,471,6.84
PERF_01186,SUP_015,2027-M05,90.6,95.4,644,7.0
PERF_01187,SUP_005,2027-M05,94.26,93.15,406,6.29
PERF_01188,SUP_017,2026-M11,85.13,86.13,1078,14.37
PERF_01189,SUP_007,2027-M04,92.08,92.93,765,7.5
PERF_01190,SUP_021,2027-M06,96.32,95.96,640,3.86
PERF_01191,SUP_008,2027-M05,90.71,97.68,624,5.81
PERF_01192,SUP_021,2026-M04,93.68,92.22,517,7.05
PERF_01193,SUP_025,2026-M10,91.5,94.4,236,7.05
PERF_01194,SUP_019,2027-M11,86.3,98.31,966,7.69
PERF_01195,SUP_013,2026-M06,93.76,88.94,814,8.65
PERF_01196,SUP_008,2027-M09,87.72,92.66,376,9.81
PERF_01197,SUP_010,2027-M09,92.92,91.81,933,7.63
PERF_01198,SUP_001,2027-M09,97.01,99.9,50,1.54
PERF_01199,SUP_024,2026-M06,93.58,96.07,485,5.18
PERF_01200,SUP_003,2027-M01,92.52,93.84,654,6.82
PERF_01201,SUP_009,2027-M11,90.63,93.6,869,7.89
PERF_01202,SUP_014,2027-M02,88.3,94.16,621,8.77
PERF_01203,SUP_021,2027-M03,90.76,98.1,190,5.57
PERF_01204,SUP_004,2027-M08,88.85,93.49,682,8.83
PERF_01205,SUP_008,2026-M09,91.06,95.39,698,6.78
PERF_01206,SUP_022,2026-M05,96.2,93.54,343,5.13
PERF_01207,SUP_020,2027-M06,91.28,94.04,545,7.34
PERF_01208,SUP_014,2026-M05,89.35,87.25,789,11.7
PERF_01209,SUP_010,2027-M06,94.89,90.43,553,7.34
PERF_01210,SUP_005,2027-M08,96.89,92.54,233,5.28
PERF_01211,SUP_022,2026-M06,95.79,94.41,352,4.9
PERF_01212,SUP_006,2027-M07,92.33,94.45,713,6.61
PERF_01213,SUP_009,2026-M08,92.08,96.33,435,5.8
PERF_01214,SUP_005,2026-M06,95.97,95.16,323,4.44
PERF_01215,SUP_023,2027-M03,86.53,92.91,537,10.28
PERF_01216,SUP_025,2026-M04,90.66,96.65,442,6.34
PERF_01217,SUP_003,2026-M11,91.85,91.92,781,8.12
PERF_01218,SUP_005,2026-M07,96.25,97.51,194,3.12
PERF_01219,SUP_024,2026-M12,90.25,94.11,681,7.82
PERF_01220,SUP_024,2027-M04,83.54,93.6,1122,11.43
PERF_01221,SUP_017,2026-M03,86.32,89.78,914,11.95
PERF_01222,SUP_010,2027-M06,90.14,95.78,468,7.04
PERF_01223,SUP_004,2027-M06,92.29,94.88,631,6.41
PERF_01224,SUP_002,2026-M06,94.42,98.17,614,3.7
PERF_01225,SUP_002,2026-M12,89.97,97.65,427,6.19
PERF_01226,SUP_023,2026-M10,89.72,93.18,669,8.55
PERF_01227,SUP_025,2026-M01,97.58,95.79,176,3.31
PERF_01228,SUP_011,2027-M05,92.82,96.45,645,5.37
PERF_01229,SUP_005,2027-M04,96.41,94.27,857,4.66
PERF_01230,SUP_022,2027-M08,94.79,99.19,369,3.01
PERF_01231,SUP_020,2026-M03,89.3,93.9,1063,8.4
PERF_01232,SUP_009,2026-M01,96.27,97.58,396,3.08
PERF_01233,SUP_009,2026-M04,91.38,96.23,646,6.19
PERF_01234,SUP_024,2027-M06,89.13,95.86,970,7.5
PERF_01235,SUP_022,2027-M02,91.25,93.91,371,7.42
PERF_01236,SUP_023,2027-M07,90.42,91.69,970,8.94
PERF_01237,SUP_002,2026-M12,94.67,95.7,152,4.81
PERF_01238,SUP_013,2026-M08,84.05,92.7,373,11.62
PERF_01239,SUP_017,2026-M01,90.44,91.2,1488,9.18
PERF_01240,SUP_010,2026-M01,96.12,92.35,698,5.76
PERF_01241,SUP_001,2026-M10,98.19,99.9,50,0.95
PERF_01242,SUP_012,2026-M12,89.24,94.84,476,7.96
PERF_01243,SUP_006,2026-M12,91.59,96.07,420,6.17
PERF_01244,SUP_005,2027-M02,87.65,98.55,194,6.9
PERF_01245,SUP_011,2026-M09,87.94,96.36,558,7.85
PERF_01246,SUP_013,2026-M02,87.63,90.86,768,10.75
PERF_01247,SUP_013,2027-M04,86.89,88.63,657,12.24
PERF_01248,SUP_020,2026-M06,89.26,92.6,853,9.07
PERF_01249,SUP_014,2027-M05,85.31,91.75,344,11.47
PERF_01250,SUP_018,2027-M05,94.24,99.37,125,3.19
PERF_01251,SUP_008,2026-M08,89.84,95.22,810,7.47
PERF_01252,SUP_010,2027-M11,87.86,91.07,326,10.53
PERF_01253,SUP_012,2027-M05,94.91,99.9,415,2.59
PERF_01254,SUP_001,2027-M07,95.13,97.61,317,3.63
PERF_01255,SUP_014,2027-M11,85.86,94.26,825,9.94
PERF_01256,SUP_020,2027-M02,87.75,89.36,1080,11.44
PERF_01257,SUP_008,2026-M01,93.59,93.02,760,6.69
PERF_01258,SUP_019,2026-M11,88.01,91.04,548,10.47
PERF_01259,SUP_024,2027-M01,84.49,94.38,313,10.56
PERF_01260,SUP_016,2026-M12,86.71,88.41,622,12.44
PERF_01261,SUP_011,2026-M02,93.55,95.18,191,5.63
PERF_01262,SUP_021,2026-M07,89.58,96.56,349,6.93
PERF_01263,SUP_015,2027-M01,91.65,91.59,656,8.38
