sell_through_id,sku_id,selling_week,units_available,units_sold,sell_through_rate
ST_000938,SKU_0042,2026-W37,8896,3087,0.347
ST_000939,SKU_0029,2026-W27,2260,619,0.2739
ST_000940,SKU_0048,2026-W18,6418,4041,0.6296
ST_000941,SKU_0033,2026-W43,6006,3583,0.5966
ST_000942,SKU_0035,2026-W03,5701,848,0.1487
ST_000943,SKU_0008,2026-W26,3341,2541,0.7606
ST_000944,SKU_0007,2026-W45,4202,3984,0.9481
ST_000945,SKU_0010,2026-W46,7341,2266,0.3087
ST_000946,SKU_0028,2026-W08,7976,831,0.1042
ST_000947,SKU_0033,2026-W35,9302,1336,0.1436
ST_000948,SKU_0047,2026-W27,5032,2008,0.399
ST_000949,SKU_0034,2026-W50,7174,217,0.0302
ST_000950,SKU_0035,2026-W17,9922,1964,0.1979
ST_000951,SKU_0017,2026-W37,3226,3077,0.9538
ST_000952,SKU_0045,2026-W31,6044,661,0.1094
ST_000953,SKU_0013,2026-W40,8593,7484,0.8709
ST_000954,SKU_0019,2026-W46,3584,1779,0.4964
ST_000955,SKU_0040,2026-W30,5277,1663,0.3151
ST_000956,SKU_0030,2026-W31,2423,1877,0.7747
ST_000957,SKU_0032,2026-W14,7288,6782,0.9306
ST_000958,SKU_0010,2026-W10,8292,7464,0.9001
ST_000959,SKU_0035,2026-W23,3239,2234,0.6897
ST_000960,SKU_0050,2026-W29,3024,1258,0.416
ST_000961,SKU_0019,2026-W10,9843,4763,0.4839
ST_000962,SKU_0029,2026-W21,5721,296,0.0517
ST_000963,SKU_0006,2026-W30,8761,7227,0.8249
ST_000964,SKU_0013,2026-W27,5854,2329,0.3978
ST_000965,SKU_0045,2026-W37,4987,310,0.0622
ST_000966,SKU_0007,2026-W38,5715,730,0.1277
ST_000967,SKU_0030,2026-W37,5536,1389,0.2509
ST_000968,SKU_0034,2026-W11,3907,2620,0.6706
ST_000969,SKU_0042,2026-W22,3270,1660,0.5076
ST_000970,SKU_0037,2026-W29,3090,1981,0.6411
ST_000971,SKU_0046,2026-W16,7538,3044,0.4038
ST_000972,SKU_0010,2026-W51,7523,6814,0.9058
ST_000973,SKU_0027,2026-W32,4986,2924,0.5864
ST_000974,SKU_0026,2026-W06,7666,5380,0.7018
ST_000975,SKU_0048,2026-W12,5638,2975,0.5277
ST_000976,SKU_0011,2026-W26,9638,7474,0.7755
ST_000977,SKU_0049,2026-W15,5340,4409,0.8257
ST_000978,SKU_0036,2026-W40,3004,654,0.2177
ST_000979,SKU_0025,2026-W22,3332,231,0.0693
ST_000980,SKU_0001,2026-W28,2297,1665,0.7249
ST_000981,SKU_0019,2026-W51,5435,2826,0.52
ST_000982,SKU_0044,2026-W03,7622,2793,0.3664
ST_000983,SKU_0024,2026-W06,4833,2197,0.4546
ST_000984,SKU_0035,2026-W32,2398,1232,0.5138
ST_000985,SKU_0049,2026-W48,2167,1187,0.5478
ST_000986,SKU_0017,2026-W22,8538,4757,0.5572
ST_000987,SKU_0041,2026-W26,3631,2768,0.7623
ST_000988,SKU_0044,2026-W17,9257,3541,0.3825
ST_000989,SKU_0004,2026-W41,6348,3957,0.6233
ST_000990,SKU_0009,2026-W29,3293,2910,0.8837
ST_000991,SKU_0016,2026-W39,5681,279,0.0491
ST_000992,SKU_0014,2026-W18,5894,5553,0.9421
ST_000993,SKU_0036,2026-W27,9405,6122,0.6509
ST_000994,SKU_0027,2026-W42,6964,6079,0.8729
ST_000995,SKU_0038,2026-W31,3758,1130,0.3007
ST_000996,SKU_0016,2026-W47,4883,1642,0.3363
ST_000997,SKU_0013,2026-W21,4343,1569,0.3613
ST_000998,SKU_0012,2026-W46,3597,2487,0.6914
ST_000999,SKU_0049,2026-W34,4454,2253,0.5058
ST_001000,SKU_0044,2026-W23,6539,1260,0.1927
ST_001001,SKU_0005,2026-W50,4022,3019,0.7506
ST_001002,SKU_0035,2026-W42,3232,2431,0.7522
ST_001003,SKU_0045,2026-W22,6830,303,0.0444
ST_001004,SKU_0032,2026-W12,2794,2131,0.7627
ST_001005,SKU_0030,2026-W22,2512,350,0.1393
ST_001006,SKU_0007,2026-W16,5248,1849,0.3523
ST_001007,SKU_0038,2026-W37,5987,4501,0.7518
ST_001008,SKU_0033,2026-W33,9702,1439,0.1483
ST_001009,SKU_0026,2026-W30,7646,6794,0.8886
ST_001010,SKU_0043,2026-W13,9810,2201,0.2244
ST_001011,SKU_0012,2026-W26,6468,3732,0.577
ST_001012,SKU_0008,2026-W23,6277,5015,0.7989
ST_001013,SKU_0020,2026-W02,8633,4177,0.4838
ST_001014,SKU_0049,2026-W08,6452,1928,0.2988
ST_001015,SKU_0005,2026-W11,6785,5813,0.8567
ST_001016,SKU_0020,2026-W25,7767,7108,0.9152
ST_001017,SKU_0024,2026-W30,9615,5828,0.6061
ST_001018,SKU_0021,2026-W18,8301,2333,0.2811
ST_001019,SKU_0014,2026-W12,3564,1334,0.3743
ST_001020,SKU_0042,2026-W49,7140,2929,0.4102
ST_001021,SKU_0027,2026-W21,9711,8378,0.8627
ST_001022,SKU_0025,2026-W49,7695,5853,0.7606
ST_001023,SKU_0011,2026-W03,2637,747,0.2833
ST_001024,SKU_0034,2026-W44,8836,4866,0.5507
ST_001025,SKU_0016,2026-W09,2453,1093,0.4456
ST_001026,SKU_0010,2026-W40,8208,4355,0.5306
ST_001027,SKU_0017,2026-W49,4153,3289,0.792
ST_001028,SKU_0011,2026-W17,2508,1707,0.6806
ST_001029,SKU_0046,2026-W29,6527,4540,0.6956
ST_001030,SKU_0038,2026-W22,5800,253,0.0436
ST_001031,SKU_0041,2026-W03,4061,3758,0.9254
ST_001032,SKU_0019,2026-W40,7024,6223,0.886
ST_001033,SKU_0025,2026-W02,9874,1717,0.1739
ST_001034,SKU_0025,2026-W25,6648,1826,0.2747
ST_001035,SKU_0041,2026-W17,8644,2066,0.239
ST_001036,SKU_0017,2026-W02,6480,5539,0.8548
ST_001037,SKU_0017,2026-W25,5779,1995,0.3452
ST_001038,SKU_0004,2026-W46,3063,1154,0.3768
ST_001039,SKU_0010,2026-W27,8060,1773,0.22
ST_001040,SKU_0018,2026-W19,4676,1034,0.2211
ST_001041,SKU_0011,2026-W23,6644,2892,0.4353
ST_001042,SKU_0020,2026-W52,2424,1896,0.7822
ST_001043,SKU_0045,2026-W49,9896,2500,0.2526
ST_001044,SKU_0001,2026-W19,3548,1209,0.3408
ST_001045,SKU_0019,2026-W27,4496,2439,0.5425
ST_001046,SKU_0030,2026-W49,2211,1582,0.7155
ST_001047,SKU_0021,2026-W12,4980,4840,0.9719
ST_001048,SKU_0041,2026-W23,8229,6322,0.7683
ST_001049,SKU_0042,2026-W07,8139,6098,0.7492
ST_001050,SKU_0040,2026-W21,7475,2201,0.2944
ST_001051,SKU_0020,2026-W01,9731,9259,0.9515
ST_001052,SKU_0001,2026-W13,7995,5242,0.6557
ST_001053,SKU_0030,2026-W02,6456,2121,0.3285
ST_001054,SKU_0030,2026-W25,3991,1005,0.2518
ST_001055,SKU_0015,2026-W39,3720,2025,0.5444
ST_001056,SKU_0018,2026-W04,7566,4470,0.5908
ST_001057,SKU_0028,2026-W04,5986,1875,0.3132
ST_001058,SKU_0015,2026-W47,7476,5592,0.748
ST_001059,SKU_0017,2026-W07,3882,1537,0.3959
ST_001060,SKU_0033,2026-W24,8106,4495,0.5545
ST_001061,SKU_0006,2026-W21,2483,1536,0.6186
ST_001062,SKU_0039,2026-W48,8821,2847,0.3228
ST_001063,SKU_0010,2026-W21,7017,5352,0.7627
ST_001064,SKU_0025,2026-W52,8809,5763,0.6542
ST_001065,SKU_0031,2026-W15,6657,6326,0.9503
ST_001066,SKU_0023,2026-W47,6126,755,0.1232
ST_001067,SKU_0031,2026-W48,4319,298,0.069
ST_001068,SKU_0005,2026-W44,4649,2938,0.632
ST_001069,SKU_0025,2026-W01,2547,1633,0.6411
ST_001070,SKU_0045,2026-W07,4803,3563,0.7418
ST_001071,SKU_0017,2026-W01,5998,2446,0.4078
ST_001072,SKU_0042,2026-W05,5304,2665,0.5025
ST_001073,SKU_0038,2026-W49,3092,949,0.3069
ST_001074,SKU_0002,2026-W39,5789,1829,0.3159
ST_001075,SKU_0031,2026-W34,2428,352,0.145
ST_001076,SKU_0025,2026-W05,5400,2163,0.4006
ST_001077,SKU_0002,2026-W47,5206,2600,0.4994
ST_001078,SKU_0027,2026-W43,5794,512,0.0884
ST_001079,SKU_0030,2026-W52,4276,3496,0.8176
ST_001080,SKU_0017,2026-W05,6292,4122,0.6551
ST_001081,SKU_0027,2026-W35,2490,1403,0.5635
ST_001082,SKU_0048,2026-W29,8837,2502,0.2831
ST_001083,SKU_0045,2026-W01,6345,5329,0.8399
ST_001084,SKU_0030,2026-W01,2367,1310,0.5534
ST_001085,SKU_0043,2026-W26,9593,9061,0.9445
ST_001086,SKU_0035,2026-W43,9354,1981,0.2118
ST_001087,SKU_0039,2026-W08,6946,1354,0.1949
ST_001088,SKU_0035,2026-W35,7083,2588,0.3654
ST_001089,SKU_0016,2026-W18,9402,4625,0.4919
ST_001090,SKU_0031,2026-W08,5628,3657,0.6498
ST_001091,SKU_0045,2026-W05,3757,1001,0.2664
ST_001092,SKU_0026,2026-W21,7206,5595,0.7764
ST_001093,SKU_0030,2026-W05,5730,4202,0.7333
ST_001094,SKU_0007,2026-W31,8325,5135,0.6168
ST_001095,SKU_0049,2026-W19,6688,2162,0.3233
ST_001096,SKU_0033,2026-W14,6180,355,0.0574
ST_001097,SKU_0024,2026-W21,9616,4364,0.4538
ST_001098,SKU_0038,2026-W07,8388,3873,0.4617
ST_001099,SKU_0020,2026-W28,8425,867,0.1029
ST_001100,SKU_0050,2026-W15,2929,1198,0.409
ST_001101,SKU_0032,2026-W29,8881,344,0.0387
ST_001102,SKU_0003,2026-W02,3631,2058,0.5668
ST_001103,SKU_0003,2026-W25,5521,289,0.0523
ST_001104,SKU_0040,2026-W43,9507,4629,0.4869
ST_001105,SKU_0050,2026-W48,6850,1088,0.1588
ST_001106,SKU_0004,2026-W40,6802,1003,0.1475
ST_001107,SKU_0007,2026-W37,8040,4239,0.5272
ST_001108,SKU_0040,2026-W35,6872,4828,0.7026
ST_001109,SKU_0002,2026-W09,5833,374,0.0641
ST_001110,SKU_0022,2026-W02,8438,5635,0.6678
ST_001111,SKU_0049,2026-W04,5729,4947,0.8635
ST_001112,SKU_0022,2026-W25,9332,7536,0.8075
ST_001113,SKU_0037,2026-W48,3773,608,0.1611
ST_001114,SKU_0038,2026-W01,2167,1232,0.5685
ST_001115,SKU_0006,2026-W43,2427,909,0.3745
ST_001116,SKU_0018,2026-W06,5997,770,0.1284
ST_001117,SKU_0016,2026-W12,3868,1929,0.4987
ST_001118,SKU_0028,2026-W06,3360,945,0.2812
ST_001119,SKU_0050,2026-W34,9426,5403,0.5732
ST_001120,SKU_0004,2026-W27,5010,4182,0.8347
ST_001121,SKU_0025,2026-W28,6262,2512,0.4011
ST_001122,SKU_0047,2026-W47,2588,2509,0.9695
ST_001123,SKU_0037,2026-W34,2075,710,0.3422
ST_001124,SKU_0038,2026-W05,3217,725,0.2254
ST_001125,SKU_0009,2026-W48,3096,503,0.1625
ST_001126,SKU_0043,2026-W03,2957,1102,0.3727
ST_001127,SKU_0003,2026-W52,8755,8504,0.9713
ST_001128,SKU_0027,2026-W33,6162,3694,0.5995
ST_001129,SKU_0007,2026-W22,7048,5448,0.773
ST_001130,SKU_0029,2026-W24,9465,1314,0.1388
ST_001131,SKU_0035,2026-W39,6545,3516,0.5372
ST_001132,SKU_0043,2026-W17,5550,447,0.0805
ST_001133,SKU_0033,2026-W45,9214,7937,0.8614
ST_001134,SKU_0050,2026-W08,2118,1461,0.6898
ST_001135,SKU_0009,2026-W34,8510,5254,0.6174
ST_001136,SKU_0003,2026-W01,2653,2582,0.9732
ST_001137,SKU_0022,2026-W52,4636,4262,0.9193
ST_001138,SKU_0001,2026-W20,3306,1235,0.3736
ST_001139,SKU_0028,2026-W10,2726,1883,0.6908
ST_001140,SKU_0037,2026-W08,6566,2990,0.4554
ST_001141,SKU_0043,2026-W23,8078,4358,0.5395
ST_001142,SKU_0034,2026-W22,9829,4392,0.4468
ST_001143,SKU_0005,2026-W31,4869,1909,0.3921
ST_001144,SKU_0018,2026-W30,7947,3394,0.4271
ST_001145,SKU_0028,2026-W51,6641,4366,0.6574
ST_001146,SKU_0033,2026-W38,7415,806,0.1087
ST_001147,SKU_0015,2026-W18,7127,517,0.0725
ST_001148,SKU_0009,2026-W08,9960,5922,0.5946
ST_001149,SKU_0013,2026-W24,3635,3189,0.8773
ST_001150,SKU_0036,2026-W47,9145,5264,0.5756
ST_001151,SKU_0040,2026-W33,2076,944,0.4547
ST_001152,SKU_0005,2026-W37,3818,1403,0.3675
ST_001153,SKU_0023,2026-W18,6070,2542,0.4188
ST_001154,SKU_0001,2026-W36,6669,1696,0.2543
ST_001155,SKU_0044,2026-W39,9351,3675,0.393
ST_001156,SKU_0001,2026-W03,2340,470,0.2009
ST_001157,SKU_0044,2026-W47,8298,611,0.0736
ST_001158,SKU_0023,2026-W11,5859,5297,0.9041
ST_001159,SKU_0046,2026-W48,6776,6670,0.9844
ST_001160,SKU_0020,2026-W13,8936,4006,0.4483
ST_001161,SKU_0001,2026-W17,4214,1650,0.3916
ST_001162,SKU_0006,2026-W33,5327,3129,0.5874
ST_001163,SKU_0035,2026-W09,2585,1119,0.4329
ST_001164,SKU_0002,2026-W18,6831,5658,0.8283
ST_001165,SKU_0049,2026-W06,2216,1916,0.8646
ST_001166,SKU_0007,2026-W49,5845,5667,0.9695
ST_001167,SKU_0008,2026-W39,3380,1790,0.5296
ST_001168,SKU_0015,2026-W12,5725,2661,0.4648
ST_001169,SKU_0033,2026-W16,8988,5481,0.6098
ST_001170,SKU_0027,2026-W24,8927,4280,0.4794
ST_001171,SKU_0008,2026-W47,7997,2044,0.2556
ST_001172,SKU_0005,2026-W22,7036,3275,0.4655
ST_001173,SKU_0025,2026-W13,3079,1498,0.4865
ST_001174,SKU_0042,2026-W41,7958,4900,0.6157
ST_001175,SKU_0034,2026-W49,6860,4828,0.7038
ST_001176,SKU_0031,2026-W04,2640,2005,0.7595
ST_001177,SKU_0017,2026-W13,9136,680,0.0744
ST_001178,SKU_0003,2026-W28,7352,6051,0.823
ST_001179,SKU_0001,2026-W32,9381,3186,0.3396
ST_001180,SKU_0049,2026-W10,5939,1006,0.1694
ST_001181,SKU_0046,2026-W08,4599,1723,0.3746
ST_001182,SKU_0034,2026-W02,9145,2478,0.271
ST_001183,SKU_0034,2026-W25,5707,2122,0.3718
ST_001184,SKU_0028,2026-W40,5946,5944,0.9997
ST_001185,SKU_0022,2026-W28,3321,3192,0.9612
ST_001186,SKU_0044,2026-W09,3141,1894,0.603
ST_001187,SKU_0002,2026-W12,3634,3320,0.9136
ST_001188,SKU_0029,2026-W50,9723,8850,0.9102
ST_001189,SKU_0007,2026-W07,9790,7116,0.7269
ST_001190,SKU_0045,2026-W13,2914,2116,0.7261
ST_001191,SKU_0011,2026-W39,2902,1757,0.6054
ST_001192,SKU_0030,2026-W13,6604,718,0.1087
ST_001193,SKU_0049,2026-W30,3579,3299,0.9218
ST_001194,SKU_0040,2026-W24,6493,1752,0.2698
ST_001195,SKU_0019,2026-W47,4778,4505,0.9429
ST_001196,SKU_0026,2026-W33,2849,2216,0.7778
ST_001197,SKU_0011,2026-W47,6152,976,0.1586
ST_001198,SKU_0049,2026-W51,2238,1793,0.8012
ST_001199,SKU_0001,2026-W42,4940,1456,0.2947
ST_001200,SKU_0028,2026-W27,4441,2827,0.6366
ST_001201,SKU_0041,2026-W39,2101,584,0.278
ST_001202,SKU_0039,2026-W41,4572,3916,0.8565
ST_001203,SKU_0024,2026-W33,9698,8968,0.9247
ST_001204,SKU_0029,2026-W45,3733,1700,0.4554
ST_001205,SKU_0041,2026-W47,4545,1657,0.3646
ST_001206,SKU_0048,2026-W15,2585,677,0.2619
ST_001207,SKU_0031,2026-W41,9659,3478,0.3601
ST_001208,SKU_0023,2026-W44,9215,5739,0.6228
ST_001209,SKU_0006,2026-W24,5878,5265,0.8957
ST_001210,SKU_0029,2026-W11,8489,6670,0.7857
ST_001211,SKU_0047,2026-W18,2750,1469,0.5342
ST_001212,SKU_0027,2026-W14,9879,4489,0.4544
ST_001213,SKU_0010,2026-W24,4431,389,0.0878
ST_001214,SKU_0013,2026-W50,2495,1546,0.6196
ST_001215,SKU_0034,2026-W52,5749,4986,0.8673
ST_001216,SKU_0047,2026-W11,6661,4194,0.6296
ST_001217,SKU_0005,2026-W49,6952,4694,0.6752
ST_001218,SKU_0007,2026-W05,4481,2007,0.4479
ST_001219,SKU_0034,2026-W01,2678,1596,0.596
ST_001220,SKU_0029,2026-W38,3404,866,0.2544
ST_001221,SKU_0048,2026-W34,5975,5294,0.886
ST_001222,SKU_0018,2026-W21,2690,651,0.242
ST_001223,SKU_0028,2026-W21,2106,1589,0.7545
ST_001224,SKU_0050,2026-W04,5819,2698,0.4637
ST_001225,SKU_0033,2026-W29,5562,3075,0.5529
ST_001226,SKU_0038,2026-W13,4793,531,0.1108
ST_001227,SKU_0013,2026-W45,5324,3226,0.6059
ST_001228,SKU_0005,2026-W02,8253,6978,0.8455
ST_001229,SKU_0042,2026-W46,3938,239,0.0607
ST_001230,SKU_0012,2026-W39,3470,2879,0.8297
ST_001231,SKU_0032,2026-W15,9749,310,0.0318
ST_001232,SKU_0005,2026-W25,2208,1067,0.4832
ST_001233,SKU_0032,2026-W48,6401,6335,0.9897
ST_001234,SKU_0012,2026-W47,5318,3042,0.572
ST_001235,SKU_0034,2026-W05,7338,1532,0.2088
ST_001236,SKU_0038,2026-W41,3545,840,0.237
ST_001237,SKU_0011,2026-W09,2413,1442,0.5976
ST_001238,SKU_0013,2026-W11,3113,290,0.0932
ST_001239,SKU_0036,2026-W50,7257,2567,0.3537
ST_001240,SKU_0021,2026-W02,3308,806,0.2437
ST_001241,SKU_0021,2026-W25,9255,4763,0.5146
ST_001242,SKU_0040,2026-W14,5808,278,0.0479
ST_001243,SKU_0032,2026-W34,4143,841,0.203
ST_001244,SKU_0009,2026-W04,6275,2625,0.4183
ST_001245,SKU_0013,2026-W38,6104,2790,0.4571
ST_001246,SKU_0031,2026-W06,2397,508,0.2119
ST_001247,SKU_0042,2026-W26,3647,1852,0.5078
ST_001248,SKU_0014,2026-W15,5953,1328,0.2231
ST_001249,SKU_0026,2026-W24,4422,2954,0.668
ST_001250,SKU_0049,2026-W40,2163,1348,0.6232
ST_001251,SKU_0003,2026-W13,7041,2141,0.3041
ST_001252,SKU_0006,2026-W14,3153,418,0.1326
ST_001253,SKU_0029,2026-W16,8930,560,0.0627
ST_001254,SKU_0020,2026-W20,6324,2798,0.4424
ST_001255,SKU_0025,2026-W26,9330,9212,0.9874
ST_001256,SKU_0027,2026-W45,7568,6945,0.9177
ST_001257,SKU_0039,2026-W46,9267,7453,0.8043
ST_001258,SKU_0024,2026-W24,4646,1386,0.2983
ST_001259,SKU_0036,2026-W11,2531,1126,0.4449
ST_001260,SKU_0035,2026-W12,3310,1769,0.5344
ST_001261,SKU_0022,2026-W19,6964,2638,0.3788
ST_001262,SKU_0044,2026-W18,4267,2908,0.6815
ST_001263,SKU_0005,2026-W52,5072,2710,0.5343
ST_001264,SKU_0017,2026-W26,3799,605,0.1593
ST_001265,SKU_0037,2026-W41,2160,457,0.2116
ST_001266,SKU_0031,2026-W46,6821,1150,0.1686
ST_001267,SKU_0049,2026-W27,8051,7429,0.9227
ST_001268,SKU_0005,2026-W01,9589,2406,0.2509
ST_001269,SKU_0014,2026-W34,2220,1355,0.6104
ST_001270,SKU_0039,2026-W10,6008,3769,0.6273
ST_001271,SKU_0029,2026-W44,7348,2997,0.4079
ST_001272,SKU_0032,2026-W08,9524,8713,0.9148
ST_001273,SKU_0021,2026-W52,3753,2781,0.741
ST_001274,SKU_0031,2026-W10,4940,4238,0.8579
ST_001275,SKU_0047,2026-W44,2934,2837,0.9669
ST_001276,SKU_0009,2026-W41,7750,7705,0.9942
ST_001277,SKU_0045,2026-W26,9897,7903,0.7985
ST_001278,SKU_0027,2026-W38,9289,8736,0.9405
ST_001279,SKU_0025,2026-W20,8251,3668,0.4446
ST_001280,SKU_0021,2026-W01,3114,252,0.0809
ST_001281,SKU_0030,2026-W26,6267,6266,0.9998
ST_001282,SKU_0008,2026-W18,6872,1608,0.234
ST_001283,SKU_0005,2026-W05,5744,4941,0.8602
ST_001284,SKU_0013,2026-W16,6725,4253,0.6324
ST_001285,SKU_0020,2026-W36,7046,1772,0.2515
ST_001286,SKU_0039,2026-W51,4054,2478,0.6112
ST_001287,SKU_0017,2026-W20,3745,913,0.2438
ST_001288,SKU_0004,2026-W47,6671,2266,0.3397
ST_001289,SKU_0034,2026-W28,6256,335,0.0535
ST_001290,SKU_0020,2026-W03,6033,2372,0.3932
ST_001291,SKU_0031,2026-W51,3152,1846,0.5857
ST_001292,SKU_0040,2026-W45,6118,5316,0.8689
ST_001293,SKU_0049,2026-W21,2072,444,0.2143
ST_001294,SKU_0010,2026-W50,5664,3085,0.5447
ST_001295,SKU_0020,2026-W17,2499,590,0.2361
ST_001296,SKU_0044,2026-W12,5818,4114,0.7071
ST_001297,SKU_0013,2026-W44,4852,2475,0.5101
ST_001298,SKU_0019,2026-W50,5698,3049,0.5351
ST_001299,SKU_0026,2026-W14,2265,1102,0.4865
ST_001300,SKU_0001,2026-W43,7280,823,0.113
ST_001301,SKU_0050,2026-W06,5425,5382,0.9921
ST_001302,SKU_0030,2026-W20,8595,2207,0.2568
ST_001303,SKU_0006,2026-W45,4930,3949,0.801
ST_001304,SKU_0020,2026-W23,3566,1950,0.5468
ST_001305,SKU_0001,2026-W35,5509,2748,0.4988
ST_001306,SKU_0024,2026-W14,7951,314,0.0395
ST_001307,SKU_0010,2026-W45,7484,5189,0.6933
ST_001308,SKU_0025,2026-W36,8044,3618,0.4498
ST_001309,SKU_0037,2026-W06,6588,254,0.0386
ST_001310,SKU_0040,2026-W38,2948,919,0.3117
ST_001311,SKU_0025,2026-W03,2212,238,0.1076
ST_001312,SKU_0011,2026-W18,3722,2519,0.6768
ST_001313,SKU_0017,2026-W36,2169,2169,1.0
ST_001314,SKU_0027,2026-W16,9073,8885,0.9793
ST_001315,SKU_0010,2026-W11,7331,1199,0.1636
ST_001316,SKU_0008,2026-W12,7751,5079,0.6553
ST_001317,SKU_0050,2026-W46,5773,671,0.1162
ST_001318,SKU_0025,2026-W17,7496,2716,0.3623
ST_001319,SKU_0017,2026-W03,5629,3525,0.6262
ST_001320,SKU_0038,2026-W26,4774,2921,0.6119
ST_001321,SKU_0043,2026-W39,4431,2566,0.5791
ST_001322,SKU_0036,2026-W44,9335,818,0.0876
ST_001323,SKU_0041,2026-W18,6576,4626,0.7035
ST_001324,SKU_0019,2026-W11,6557,4301,0.6559
ST_001325,SKU_0043,2026-W47,4746,288,0.0607
ST_001326,SKU_0017,2026-W17,3615,3487,0.9646
ST_001327,SKU_0006,2026-W38,6018,1531,0.2544
ST_001328,SKU_0009,2026-W06,2552,2548,0.9984
ST_001329,SKU_0037,2026-W46,3679,310,0.0843
ST_001330,SKU_0020,2026-W32,4515,952,0.2109
ST_001331,SKU_0050,2026-W10,6549,339,0.0518
ST_001332,SKU_0010,2026-W38,6259,5551,0.8869
ST_001333,SKU_0025,2026-W23,4444,1285,0.2892
ST_001334,SKU_0016,2026-W02,6801,6509,0.9571
ST_001335,SKU_0016,2026-W25,5340,340,0.0637
ST_001336,SKU_0046,2026-W41,7842,6027,0.7686
ST_001337,SKU_0030,2026-W36,4334,3639,0.8396
ST_001338,SKU_0045,2026-W03,3284,428,0.1303
ST_001339,SKU_0017,2026-W23,8652,8381,0.9687
ST_001340,SKU_0030,2026-W03,3900,3690,0.9462
ST_001341,SKU_0037,2026-W10,6509,2697,0.4143
ST_001342,SKU_0026,2026-W50,3806,768,0.2018
ST_001343,SKU_0045,2026-W17,3375,608,0.1801
ST_001344,SKU_0009,2026-W46,5000,3405,0.681
ST_001345,SKU_0030,2026-W17,3889,3432,0.8825
ST_001346,SKU_0050,2026-W51,9987,5058,0.5065
ST_001347,SKU_0020,2026-W42,9320,3462,0.3715
ST_001348,SKU_0048,2026-W19,6955,6036,0.8679
ST_001349,SKU_0039,2026-W40,5982,3646,0.6095
ST_001350,SKU_0011,2026-W12,8962,8454,0.9433
ST_001351,SKU_0040,2026-W16,3168,2774,0.8756
ST_001352,SKU_0025,2026-W32,4871,1251,0.2568
ST_001353,SKU_0021,2026-W28,8739,4197,0.4803
ST_001354,SKU_0026,2026-W45,6153,982,0.1596
ST_001355,SKU_0045,2026-W23,4809,2507,0.5213
ST_001356,SKU_0009,2026-W10,5877,2715,0.462
ST_001357,SKU_0031,2026-W40,9495,3635,0.3828
ST_001358,SKU_0037,2026-W51,7766,1600,0.206
ST_001359,SKU_0030,2026-W23,8466,6037,0.7131
ST_001360,SKU_0012,2026-W18,9848,5531,0.5616
ST_001361,SKU_0041,2026-W12,8615,7535,0.8746
ST_001362,SKU_0017,2026-W32,4898,2763,0.5641
ST_001363,SKU_0024,2026-W45,3948,3431,0.869
ST_001364,SKU_0039,2026-W27,8899,8870,0.9967
ST_001365,SKU_0006,2026-W16,3877,1684,0.4344
ST_001366,SKU_0007,2026-W41,2255,1984,0.8798
ST_001367,SKU_0018,2026-W33,9456,5843,0.6179
ST_001368,SKU_0048,2026-W04,7691,2268,0.2949
ST_001369,SKU_0016,2026-W52,2589,973,0.3758
ST_001370,SKU_0043,2026-W09,8491,694,0.0817
ST_001371,SKU_0031,2026-W27,9353,7924,0.8472
ST_001372,SKU_0009,2026-W51,7242,7057,0.9745
ST_001373,SKU_0025,2026-W42,4245,3770,0.8881
ST_001374,SKU_0003,2026-W20,4058,1217,0.2999
ST_001375,SKU_0001,2026-W33,3044,2539,0.8341
ST_001376,SKU_0034,2026-W13,5972,4858,0.8135
ST_001377,SKU_0032,2026-W19,3082,3026,0.9818
ST_001378,SKU_0029,2026-W31,8324,221,0.0265
ST_001379,SKU_0026,2026-W38,3521,3287,0.9335
ST_001380,SKU_0030,2026-W32,9955,2440,0.2451
ST_001381,SKU_0038,2026-W03,9666,3240,0.3352
ST_001382,SKU_0022,2026-W20,3011,791,0.2627
ST_001383,SKU_0046,2026-W06,3924,2978,0.7589
ST_001384,SKU_0010,2026-W44,8100,3909,0.4826
ST_001385,SKU_0024,2026-W38,9312,335,0.036
ST_001386,SKU_0038,2026-W17,7384,2081,0.2818
ST_001387,SKU_0027,2026-W29,3278,2799,0.8539
ST_001388,SKU_0019,2026-W44,8674,2460,0.2836
ST_001389,SKU_0029,2026-W37,6303,4308,0.6835
ST_001390,SKU_0035,2026-W29,9976,8944,0.8966
ST_001391,SKU_0032,2026-W04,6977,6141,0.8802
ST_001392,SKU_0038,2026-W23,5882,684,0.1163
ST_001393,SKU_0030,2026-W42,7555,1682,0.2226
ST_001394,SKU_0031,2026-W21,7530,6239,0.8286
ST_001395,SKU_0046,2026-W46,5553,448,0.0807
ST_001396,SKU_0014,2026-W19,2474,1642,0.6637
ST_001397,SKU_0022,2026-W30,3138,450,0.1434
ST_001398,SKU_0033,2026-W48,5469,1139,0.2083
ST_001399,SKU_0003,2026-W36,2249,1376,0.6118
ST_001400,SKU_0013,2026-W31,2894,299,0.1033
ST_001401,SKU_0003,2026-W03,8631,6521,0.7555
ST_001402,SKU_0046,2026-W10,8234,4978,0.6046
ST_001403,SKU_0022,2026-W36,9453,8321,0.8802
ST_001404,SKU_0050,2026-W40,5882,5827,0.9906
ST_001405,SKU_0004,2026-W18,7265,3984,0.5484
ST_001406,SKU_0003,2026-W17,4762,1741,0.3656
