material_demand_id,plant_id,fabric_id,period,required_meters,urgency_level
MD_00891,PLANT_04,FAB_020,2027-M06,6924,Normal
MD_00892,PLANT_05,FAB_005,2027-M08,3915,Normal
MD_00893,PLANT_03,FAB_011,2026-M01,16406,High
MD_00894,PLANT_02,FAB_010,2027-M06,15230,High
MD_00895,PLANT_03,FAB_019,2027-M10,21380,Critical
MD_00896,PLANT_01,FAB_028,2026-M12,21227,Critical
MD_00897,PLANT_03,FAB_004,2027-M09,16983,High
MD_00898,PLANT_03,FAB_008,2026-M10,3694,Normal
MD_00899,PLANT_01,FAB_020,2027-M04,4039,Normal
MD_00900,PLANT_01,FAB_014,2026-M08,10770,Critical
MD_00901,PLANT_02,FAB_006,2026-M08,12019,Critical
MD_00902,PLANT_04,FAB_007,2026-M09,4827,High
MD_00903,PLANT_02,FAB_004,2026-M07,20280,Critical
MD_00904,PLANT_04,FAB_016,2027-M09,12227,Normal
MD_00905,PLANT_04,FAB_028,2026-M04,10315,High
MD_00906,PLANT_05,FAB_012,2027-M12,22259,Normal
MD_00907,PLANT_04,FAB_003,2026-M08,20372,High
MD_00908,PLANT_03,FAB_026,2027-M01,19076,High
MD_00909,PLANT_03,FAB_018,2027-M01,4905,High
MD_00910,PLANT_02,FAB_030,2026-M09,18486,High
MD_00911,PLANT_02,FAB_026,2027-M06,18704,Critical
MD_00912,PLANT_02,FAB_024,2026-M08,24737,Normal
MD_00913,PLANT_03,FAB_010,2027-M07,19891,Normal
MD_00914,PLANT_05,FAB_023,2027-M08,12439,Critical
MD_00915,PLANT_01,FAB_028,2026-M05,8995,Critical
MD_00916,PLANT_05,FAB_022,2027-M09,24139,High
MD_00917,PLANT_04,FAB_008,2027-M07,17137,Critical
MD_00918,PLANT_04,FAB_001,2026-M01,19253,High
MD_00919,PLANT_01,FAB_021,2027-M04,19178,Normal
MD_00920,PLANT_03,FAB_019,2027-M07,3178,Normal
MD_00921,PLANT_02,FAB_006,2027-M12,24356,High
MD_00922,PLANT_02,FAB_004,2026-M06,23904,High
MD_00923,PLANT_01,FAB_025,2027-M10,17343,High
MD_00924,PLANT_04,FAB_020,2027-M05,8792,Critical
MD_00925,PLANT_04,FAB_028,2027-M04,23764,Normal
MD_00926,PLANT_02,FAB_019,2026-M01,20127,Critical
MD_00927,PLANT_03,FAB_028,2027-M10,3836,Critical
MD_00928,PLANT_03,FAB_009,2026-M05,11048,Normal
MD_00929,PLANT_01,FAB_028,2026-M05,18547,Normal
MD_00930,PLANT_04,FAB_007,2026-M03,14055,High
MD_00931,PLANT_02,FAB_003,2026-M05,13711,Critical
MD_00932,PLANT_05,FAB_015,2026-M02,15286,High
MD_00933,PLANT_04,FAB_026,2026-M02,7922,Critical
MD_00934,PLANT_03,FAB_009,2027-M12,14005,Normal
MD_00935,PLANT_01,FAB_019,2027-M05,6061,High
MD_00936,PLANT_05,FAB_004,2027-M06,14199,High
MD_00937,PLANT_05,FAB_002,2027-M09,13986,Critical
MD_00938,PLANT_01,FAB_002,2027-M11,22264,Critical
MD_00939,PLANT_03,FAB_003,2027-M02,18454,High
MD_00940,PLANT_01,FAB_011,2026-M05,20743,Normal
MD_00941,PLANT_03,FAB_009,2026-M04,2732,High
MD_00942,PLANT_02,FAB_015,2026-M05,3745,Critical
MD_00943,PLANT_05,FAB_005,2026-M06,13660,High
MD_00944,PLANT_03,FAB_013,2026-M11,23002,High
MD_00945,PLANT_03,FAB_017,2026-M02,16114,Normal
MD_00946,PLANT_03,FAB_027,2026-M10,14937,Critical
MD_00947,PLANT_01,FAB_006,2026-M08,11531,Normal
MD_00948,PLANT_04,FAB_001,2026-M06,15470,Critical
MD_00949,PLANT_04,FAB_024,2026-M05,23514,High
MD_00950,PLANT_01,FAB_004,2027-M05,19507,Normal
MD_00951,PLANT_02,FAB_017,2026-M04,11532,High
MD_00952,PLANT_05,FAB_001,2027-M08,18186,Normal
MD_00953,PLANT_04,FAB_021,2027-M05,6735,High
MD_00954,PLANT_05,FAB_023,2026-M03,11697,Critical
MD_00955,PLANT_03,FAB_010,2026-M04,4386,Normal
MD_00956,PLANT_04,FAB_025,2027-M11,10580,Critical
MD_00957,PLANT_04,FAB_009,2027-M09,21401,High
MD_00958,PLANT_05,FAB_019,2027-M10,17366,Critical
MD_00959,PLANT_01,FAB_020,2027-M02,11941,Critical
MD_00960,PLANT_04,FAB_011,2026-M09,14235,Critical
MD_00961,PLANT_01,FAB_002,2026-M01,23323,Critical
MD_00962,PLANT_05,FAB_001,2027-M04,9937,High
MD_00963,PLANT_01,FAB_029,2026-M03,12824,Critical
MD_00964,PLANT_02,FAB_009,2027-M05,11307,Normal
MD_00965,PLANT_05,FAB_026,2027-M10,23637,Critical
MD_00966,PLANT_01,FAB_010,2027-M06,21081,High
MD_00967,PLANT_05,FAB_008,2027-M07,2841,Critical
MD_00968,PLANT_01,FAB_019,2026-M01,17160,Normal
MD_00969,PLANT_04,FAB_002,2026-M05,21696,Normal
MD_00970,PLANT_02,FAB_024,2027-M12,18874,Normal
MD_00971,PLANT_01,FAB_008,2026-M08,6371,High
MD_00972,PLANT_05,FAB_001,2027-M08,5745,Normal
MD_00973,PLANT_05,FAB_026,2026-M04,11773,Critical
MD_00974,PLANT_05,FAB_007,2027-M03,18000,Normal
MD_00975,PLANT_03,FAB_028,2027-M02,24889,High
MD_00976,PLANT_01,FAB_020,2026-M10,21820,Critical
MD_00977,PLANT_03,FAB_030,2026-M11,15336,Critical
MD_00978,PLANT_02,FAB_003,2027-M12,2030,High
MD_00979,PLANT_05,FAB_002,2027-M06,19753,High
MD_00980,PLANT_01,FAB_007,2027-M06,18211,High
MD_00981,PLANT_02,FAB_022,2026-M12,20691,High
MD_00982,PLANT_04,FAB_005,2026-M07,24254,High
MD_00983,PLANT_03,FAB_013,2027-M03,22077,High
MD_00984,PLANT_02,FAB_025,2027-M06,8676,High
MD_00985,PLANT_04,FAB_020,2026-M05,20589,High
MD_00986,PLANT_04,FAB_010,2026-M02,12735,High
MD_00987,PLANT_05,FAB_007,2027-M03,14634,Normal
MD_00988,PLANT_02,FAB_018,2027-M06,14247,High
MD_00989,PLANT_02,FAB_019,2027-M11,18749,Normal
MD_00990,PLANT_01,FAB_005,2026-M09,14915,Normal
MD_00991,PLANT_03,FAB_003,2026-M05,6189,High
MD_00992,PLANT_05,FAB_001,2026-M09,23828,Critical
MD_00993,PLANT_03,FAB_027,2027-M07,13779,Critical
MD_00994,PLANT_01,FAB_004,2026-M01,13861,High
MD_00995,PLANT_05,FAB_013,2027-M04,6378,Critical
MD_00996,PLANT_05,FAB_016,2027-M06,10472,Normal
MD_00997,PLANT_05,FAB_030,2026-M12,14740,High
MD_00998,PLANT_05,FAB_017,2027-M01,9050,Normal
MD_00999,PLANT_01,FAB_013,2026-M06,8988,Critical
MD_01000,PLANT_02,FAB_014,2026-M12,23112,High
MD_01001,PLANT_02,FAB_025,2026-M09,10398,High
MD_01002,PLANT_02,FAB_017,2026-M02,16480,High
MD_01003,PLANT_03,FAB_009,2026-M06,4737,High
MD_01004,PLANT_05,FAB_011,2026-M02,12068,Critical
MD_01005,PLANT_04,FAB_020,2026-M09,17267,Critical
MD_01006,PLANT_04,FAB_010,2026-M10,23290,Normal
MD_01007,PLANT_03,FAB_027,2026-M02,24856,High
MD_01008,PLANT_05,FAB_022,2026-M11,19050,High
MD_01009,PLANT_02,FAB_005,2027-M02,14657,Normal
MD_01010,PLANT_03,FAB_025,2026-M06,20220,High
MD_01011,PLANT_01,FAB_014,2027-M08,24571,High
MD_01012,PLANT_03,FAB_029,2026-M09,7426,Critical
MD_01013,PLANT_03,FAB_020,2027-M06,17839,Critical
MD_01014,PLANT_04,FAB_008,2026-M11,17876,Critical
MD_01015,PLANT_03,FAB_013,2026-M03,5328,Normal
MD_01016,PLANT_05,FAB_009,2026-M11,4895,Critical
MD_01017,PLANT_02,FAB_029,2026-M01,6363,Critical
MD_01018,PLANT_05,FAB_025,2027-M07,2923,Normal
MD_01019,PLANT_01,FAB_007,2027-M12,24853,Critical
MD_01020,PLANT_04,FAB_005,2026-M01,21964,High
MD_01021,PLANT_04,FAB_028,2026-M06,13385,Normal
MD_01022,PLANT_03,FAB_016,2026-M12,22794,Normal
MD_01023,PLANT_01,FAB_009,2027-M07,17692,High
MD_01024,PLANT_02,FAB_030,2026-M03,3550,High
MD_01025,PLANT_04,FAB_009,2027-M01,17318,High
MD_01026,PLANT_02,FAB_015,2027-M01,3147,High
MD_01027,PLANT_04,FAB_025,2026-M01,16198,Critical
MD_01028,PLANT_05,FAB_010,2026-M05,4031,Critical
MD_01029,PLANT_02,FAB_005,2027-M12,8012,Critical
MD_01030,PLANT_03,FAB_026,2027-M06,19228,High
MD_01031,PLANT_02,FAB_021,2026-M08,20217,High
MD_01032,PLANT_01,FAB_013,2027-M11,11386,Critical
MD_01033,PLANT_04,FAB_019,2027-M06,23255,High
MD_01034,PLANT_04,FAB_021,2026-M09,2932,Normal
MD_01035,PLANT_05,FAB_002,2027-M04,15393,Critical
MD_01036,PLANT_01,FAB_008,2026-M01,24708,Critical
MD_01037,PLANT_01,FAB_029,2026-M01,9648,High
MD_01038,PLANT_04,FAB_022,2026-M03,10622,Critical
MD_01039,PLANT_03,FAB_024,2027-M08,7476,Normal
MD_01040,PLANT_04,FAB_004,2026-M04,23348,High
MD_01041,PLANT_04,FAB_016,2026-M09,16683,High
MD_01042,PLANT_02,FAB_003,2026-M08,22953,Normal
MD_01043,PLANT_03,FAB_023,2026-M04,5384,High
MD_01044,PLANT_01,FAB_005,2027-M03,6401,Critical
MD_01045,PLANT_02,FAB_011,2027-M12,13476,Critical
MD_01046,PLANT_04,FAB_008,2026-M05,24523,Critical
MD_01047,PLANT_04,FAB_018,2027-M04,4116,High
MD_01048,PLANT_04,FAB_011,2026-M02,8028,High
MD_01049,PLANT_05,FAB_007,2027-M08,21297,Normal
MD_01050,PLANT_02,FAB_002,2027-M01,23969,Normal
MD_01051,PLANT_03,FAB_011,2027-M08,18932,Critical
MD_01052,PLANT_02,FAB_030,2027-M05,8904,High
MD_01053,PLANT_04,FAB_028,2026-M12,7930,Critical
MD_01054,PLANT_02,FAB_030,2026-M07,13408,High
MD_01055,PLANT_03,FAB_029,2026-M12,4665,Critical
MD_01056,PLANT_03,FAB_030,2026-M04,20524,Normal
MD_01057,PLANT_04,FAB_021,2026-M11,24726,High
MD_01058,PLANT_01,FAB_027,2026-M01,15814,High
MD_01059,PLANT_03,FAB_017,2026-M12,18967,Critical
MD_01060,PLANT_02,FAB_009,2027-M01,6863,High
MD_01061,PLANT_05,FAB_002,2026-M10,5699,Critical
MD_01062,PLANT_01,FAB_003,2026-M04,15157,Critical
MD_01063,PLANT_05,FAB_001,2026-M06,18471,Normal
MD_01064,PLANT_02,FAB_011,2027-M07,13585,High
MD_01065,PLANT_02,FAB_012,2026-M02,10925,Critical
MD_01066,PLANT_02,FAB_010,2026-M10,6407,High
MD_01067,PLANT_02,FAB_001,2026-M09,18190,Normal
MD_01068,PLANT_03,FAB_028,2027-M06,20504,Normal
MD_01069,PLANT_05,FAB_002,2026-M09,21113,High
MD_01070,PLANT_04,FAB_019,2026-M12,8586,High
MD_01071,PLANT_02,FAB_028,2026-M08,3766,High
MD_01072,PLANT_04,FAB_014,2027-M01,3326,High
MD_01073,PLANT_03,FAB_025,2026-M05,9569,High
MD_01074,PLANT_05,FAB_005,2026-M07,19442,Normal
MD_01075,PLANT_02,FAB_002,2026-M12,2383,Normal
MD_01076,PLANT_03,FAB_027,2027-M06,4013,Normal
MD_01077,PLANT_05,FAB_025,2027-M08,10591,High
MD_01078,PLANT_05,FAB_007,2026-M01,12967,Normal
MD_01079,PLANT_04,FAB_027,2027-M06,22315,High
MD_01080,PLANT_01,FAB_019,2027-M05,15842,High
MD_01081,PLANT_05,FAB_004,2027-M08,19520,High
MD_01082,PLANT_03,FAB_023,2027-M05,15993,High
MD_01083,PLANT_04,FAB_014,2026-M11,20627,Normal
MD_01084,PLANT_03,FAB_006,2026-M08,19118,High
MD_01085,PLANT_04,FAB_023,2026-M04,7339,Normal
MD_01086,PLANT_02,FAB_006,2027-M10,17901,Normal
MD_01087,PLANT_01,FAB_004,2027-M07,6531,Critical
MD_01088,PLANT_02,FAB_025,2026-M11,16582,Normal
MD_01089,PLANT_04,FAB_022,2027-M11,8905,Critical
MD_01090,PLANT_02,FAB_029,2026-M06,14159,Critical
MD_01091,PLANT_01,FAB_003,2027-M08,7673,Normal
MD_01092,PLANT_04,FAB_022,2026-M04,20832,High
MD_01093,PLANT_04,FAB_027,2027-M09,2435,Normal
MD_01094,PLANT_01,FAB_001,2026-M11,8611,Critical
MD_01095,PLANT_04,FAB_004,2027-M05,3137,Critical
MD_01096,PLANT_05,FAB_005,2026-M01,12295,Normal
MD_01097,PLANT_02,FAB_015,2027-M10,18163,High
MD_01098,PLANT_02,FAB_003,2026-M05,19304,High
MD_01099,PLANT_04,FAB_024,2027-M08,10285,Normal
MD_01100,PLANT_02,FAB_003,2026-M12,22484,Normal
MD_01101,PLANT_01,FAB_013,2027-M02,10431,Critical
MD_01102,PLANT_03,FAB_024,2026-M10,13084,Critical
MD_01103,PLANT_01,FAB_021,2027-M03,24071,High
MD_01104,PLANT_02,FAB_028,2026-M03,17634,Critical
MD_01105,PLANT_04,FAB_017,2027-M12,9435,Normal
MD_01106,PLANT_01,FAB_012,2027-M04,13651,Normal
MD_01107,PLANT_03,FAB_016,2026-M12,24416,Critical
MD_01108,PLANT_02,FAB_013,2026-M10,21834,Critical
MD_01109,PLANT_02,FAB_018,2027-M11,21830,High
MD_01110,PLANT_04,FAB_029,2027-M06,4553,Normal
MD_01111,PLANT_04,FAB_021,2026-M08,2268,Normal
MD_01112,PLANT_04,FAB_026,2027-M10,7380,Normal
MD_01113,PLANT_05,FAB_028,2026-M06,14929,Critical
MD_01114,PLANT_03,FAB_008,2027-M12,12998,Normal
MD_01115,PLANT_05,FAB_006,2026-M04,18955,Normal
MD_01116,PLANT_01,FAB_018,2027-M06,15381,High
MD_01117,PLANT_02,FAB_020,2026-M09,23830,Normal
MD_01118,PLANT_02,FAB_003,2026-M09,17237,High
MD_01119,PLANT_05,FAB_008,2027-M12,12723,High
MD_01120,PLANT_05,FAB_010,2026-M04,2140,Critical
MD_01121,PLANT_04,FAB_024,2026-M12,18915,High
MD_01122,PLANT_04,FAB_022,2027-M12,24626,High
MD_01123,PLANT_05,FAB_017,2027-M04,20784,High
MD_01124,PLANT_01,FAB_018,2027-M03,3936,Critical
MD_01125,PLANT_05,FAB_020,2027-M12,8697,High
MD_01126,PLANT_03,FAB_023,2026-M06,16827,High
MD_01127,PLANT_02,FAB_020,2026-M07,4731,High
MD_01128,PLANT_04,FAB_002,2027-M04,16647,Normal
MD_01129,PLANT_02,FAB_022,2026-M02,23909,Critical
MD_01130,PLANT_04,FAB_014,2027-M07,11627,Normal
MD_01131,PLANT_04,FAB_006,2026-M02,10169,Normal
MD_01132,PLANT_03,FAB_028,2027-M07,6059,High
MD_01133,PLANT_04,FAB_007,2026-M04,12227,Normal
MD_01134,PLANT_01,FAB_012,2027-M08,14991,Normal
MD_01135,PLANT_04,FAB_001,2026-M12,2871,High
MD_01136,PLANT_01,FAB_008,2026-M11,5033,Critical
MD_01137,PLANT_02,FAB_017,2027-M11,15128,Normal
MD_01138,PLANT_03,FAB_022,2026-M01,2618,Critical
MD_01139,PLANT_01,FAB_019,2027-M06,6470,Normal
MD_01140,PLANT_02,FAB_018,2026-M08,6756,Critical
MD_01141,PLANT_01,FAB_001,2027-M01,12320,High
MD_01142,PLANT_04,FAB_010,2026-M06,10965,High
MD_01143,PLANT_05,FAB_003,2027-M08,16845,Normal
MD_01144,PLANT_02,FAB_019,2027-M01,5341,Normal
MD_01145,PLANT_03,FAB_006,2027-M10,6222,Critical
MD_01146,PLANT_02,FAB_014,2026-M04,15098,High
MD_01147,PLANT_02,FAB_008,2027-M01,15467,Normal
MD_01148,PLANT_03,FAB_007,2027-M05,21169,High
MD_01149,PLANT_03,FAB_011,2026-M06,11653,Critical
MD_01150,PLANT_01,FAB_021,2026-M11,11579,Critical
MD_01151,PLANT_01,FAB_008,2026-M06,8678,High
MD_01152,PLANT_01,FAB_012,2026-M08,14053,High
MD_01153,PLANT_05,FAB_011,2026-M08,21905,Critical
MD_01154,PLANT_03,FAB_024,2026-M11,23401,High
MD_01155,PLANT_05,FAB_026,2026-M05,19921,Critical
MD_01156,PLANT_01,FAB_024,2026-M11,24800,Critical
MD_01157,PLANT_01,FAB_025,2026-M11,12188,High
MD_01158,PLANT_02,FAB_013,2026-M12,8245,Normal
MD_01159,PLANT_05,FAB_008,2026-M07,15176,High
MD_01160,PLANT_03,FAB_005,2027-M10,2043,Normal
MD_01161,PLANT_03,FAB_028,2026-M09,15303,Normal
MD_01162,PLANT_02,FAB_017,2026-M01,13774,Critical
MD_01163,PLANT_03,FAB_027,2026-M08,20850,Critical
MD_01164,PLANT_01,FAB_027,2026-M07,6412,Normal
MD_01165,PLANT_03,FAB_021,2026-M11,15880,Critical
MD_01166,PLANT_01,FAB_002,2026-M04,3933,Normal
MD_01167,PLANT_03,FAB_022,2026-M11,12039,High
MD_01168,PLANT_05,FAB_008,2027-M02,11002,Normal
MD_01169,PLANT_04,FAB_009,2027-M05,6619,Critical
MD_01170,PLANT_04,FAB_005,2026-M07,6790,Critical
MD_01171,PLANT_05,FAB_014,2027-M11,5186,Critical
MD_01172,PLANT_05,FAB_020,2026-M03,18538,Critical
MD_01173,PLANT_04,FAB_007,2026-M12,21652,Normal
MD_01174,PLANT_02,FAB_026,2026-M09,16366,Normal
MD_01175,PLANT_03,FAB_024,2026-M07,5191,Critical
MD_01176,PLANT_02,FAB_009,2026-M02,6274,Critical
MD_01177,PLANT_01,FAB_010,2026-M02,22326,Critical
MD_01178,PLANT_01,FAB_023,2026-M10,21260,Critical
MD_01179,PLANT_02,FAB_003,2026-M09,5021,High
MD_01180,PLANT_01,FAB_001,2027-M11,4592,Critical
MD_01181,PLANT_01,FAB_026,2026-M11,11313,Normal
MD_01182,PLANT_02,FAB_029,2026-M05,10907,Critical
MD_01183,PLANT_01,FAB_014,2026-M09,7690,Normal
MD_01184,PLANT_03,FAB_028,2027-M11,20235,Critical
MD_01185,PLANT_04,FAB_007,2026-M07,23884,Normal
MD_01186,PLANT_01,FAB_022,2026-M02,8112,High
MD_01187,PLANT_05,FAB_007,2027-M07,17137,Normal
MD_01188,PLANT_01,FAB_015,2026-M07,10808,Critical
MD_01189,PLANT_03,FAB_007,2027-M06,23532,Normal
MD_01190,PLANT_01,FAB_004,2026-M08,15915,Normal
MD_01191,PLANT_01,FAB_027,2027-M10,13506,Normal
MD_01192,PLANT_04,FAB_010,2027-M03,13631,High
MD_01193,PLANT_04,FAB_004,2026-M07,22004,High
MD_01194,PLANT_01,FAB_003,2026-M02,17737,High
MD_01195,PLANT_03,FAB_015,2026-M08,11536,Normal
MD_01196,PLANT_02,FAB_014,2026-M04,24174,Critical
MD_01197,PLANT_03,FAB_002,2027-M01,5099,High
MD_01198,PLANT_05,FAB_021,2027-M12,12381,High
MD_01199,PLANT_04,FAB_025,2026-M02,3655,Critical
MD_01200,PLANT_01,FAB_030,2026-M03,18545,High
MD_01201,PLANT_04,FAB_027,2026-M11,2230,Normal
MD_01202,PLANT_02,FAB_026,2026-M01,16794,High
MD_01203,PLANT_02,FAB_013,2027-M12,4975,High
MD_01204,PLANT_04,FAB_027,2027-M06,10783,Critical
MD_01205,PLANT_02,FAB_022,2026-M08,5633,Critical
MD_01206,PLANT_03,FAB_030,2027-M03,15249,Critical
MD_01207,PLANT_03,FAB_025,2027-M01,9430,Critical
MD_01208,PLANT_05,FAB_008,2026-M10,19902,High
MD_01209,PLANT_02,FAB_022,2026-M01,4355,Critical
MD_01210,PLANT_05,FAB_010,2026-M10,12903,Critical
MD_01211,PLANT_01,FAB_023,2026-M06,13987,Normal
MD_01212,PLANT_05,FAB_009,2026-M08,5684,Normal
MD_01213,PLANT_05,FAB_012,2026-M09,9544,Normal
MD_01214,PLANT_02,FAB_027,2027-M12,3246,Normal
MD_01215,PLANT_03,FAB_006,2027-M07,12178,High
MD_01216,PLANT_02,FAB_021,2026-M07,20859,Normal
MD_01217,PLANT_01,FAB_025,2027-M01,16606,Normal
MD_01218,PLANT_05,FAB_022,2026-M06,12631,Normal
MD_01219,PLANT_03,FAB_026,2026-M09,7971,Normal
MD_01220,PLANT_02,FAB_022,2026-M03,23299,Normal
MD_01221,PLANT_02,FAB_006,2027-M03,17833,Normal
MD_01222,PLANT_03,FAB_005,2026-M04,16395,High
MD_01223,PLANT_05,FAB_015,2027-M07,17633,Normal
MD_01224,PLANT_05,FAB_020,2027-M10,20210,Critical
MD_01225,PLANT_03,FAB_012,2026-M06,6578,Normal
MD_01226,PLANT_03,FAB_019,2027-M11,17741,Critical
MD_01227,PLANT_05,FAB_022,2027-M06,11089,Critical
MD_01228,PLANT_03,FAB_011,2026-M10,7304,Critical
MD_01229,PLANT_04,FAB_024,2026-M08,2125,High
MD_01230,PLANT_05,FAB_004,2027-M02,9629,Critical
MD_01231,PLANT_01,FAB_017,2026-M03,22890,Critical
MD_01232,PLANT_02,FAB_006,2027-M05,5857,High
MD_01233,PLANT_05,FAB_011,2027-M03,7826,High
MD_01234,PLANT_04,FAB_026,2027-M02,23812,Critical
MD_01235,PLANT_04,FAB_025,2027-M07,19998,High
MD_01236,PLANT_04,FAB_002,2026-M11,21802,Normal
MD_01237,PLANT_02,FAB_021,2027-M03,20557,High
MD_01238,PLANT_02,FAB_017,2027-M06,6731,High
MD_01239,PLANT_04,FAB_007,2026-M12,20211,Critical
MD_01240,PLANT_03,FAB_023,2027-M08,9161,Normal
MD_01241,PLANT_01,FAB_002,2027-M08,20230,High
MD_01242,PLANT_03,FAB_013,2026-M11,17749,High
MD_01243,PLANT_05,FAB_001,2026-M04,18291,Critical
MD_01244,PLANT_02,FAB_027,2027-M08,22967,Normal
MD_01245,PLANT_04,FAB_017,2027-M06,22189,Critical
MD_01246,PLANT_03,FAB_003,2026-M12,13327,Critical
MD_01247,PLANT_01,FAB_019,2027-M01,12881,High
MD_01248,PLANT_05,FAB_003,2027-M02,23167,Critical
MD_01249,PLANT_01,FAB_025,2027-M03,6942,Normal
MD_01250,PLANT_01,FAB_009,2027-M11,2836,High
MD_01251,PLANT_01,FAB_011,2026-M08,13460,High
MD_01252,PLANT_05,FAB_004,2026-M07,17394,Normal
MD_01253,PLANT_02,FAB_014,2027-M05,21058,Critical
MD_01254,PLANT_02,FAB_002,2026-M01,13134,Critical
MD_01255,PLANT_02,FAB_002,2027-M08,9932,High
MD_01256,PLANT_04,FAB_010,2026-M10,4140,Critical
MD_01257,PLANT_01,FAB_010,2027-M02,21392,Critical
MD_01258,PLANT_03,FAB_022,2027-M09,3489,High
MD_01259,PLANT_01,FAB_023,2026-M10,4311,High
MD_01260,PLANT_05,FAB_002,2027-M11,10373,High
MD_01261,PLANT_03,FAB_015,2026-M05,4537,Normal
MD_01262,PLANT_05,FAB_015,2026-M05,18502,Critical
MD_01263,PLANT_05,FAB_009,2026-M07,12866,Critical
MD_01264,PLANT_04,FAB_020,2027-M10,3546,Normal
MD_01265,PLANT_03,FAB_013,2026-M12,5586,Normal
MD_01266,PLANT_04,FAB_028,2027-M08,21730,Critical
MD_01267,PLANT_04,FAB_001,2027-M04,18204,Critical
MD_01268,PLANT_05,FAB_027,2027-M11,11804,Normal
MD_01269,PLANT_02,FAB_004,2027-M10,2992,High
MD_01270,PLANT_05,FAB_022,2026-M11,9980,Normal
MD_01271,PLANT_03,FAB_023,2026-M01,18614,Critical
MD_01272,PLANT_03,FAB_017,2026-M01,10621,Critical
MD_01273,PLANT_02,FAB_013,2027-M03,6622,High
MD_01274,PLANT_05,FAB_014,2027-M01,20368,Normal
MD_01275,PLANT_03,FAB_025,2027-M07,11027,High
MD_01276,PLANT_03,FAB_013,2027-M08,8028,High
MD_01277,PLANT_05,FAB_015,2027-M02,20560,Normal
MD_01278,PLANT_03,FAB_014,2027-M09,12670,Critical
MD_01279,PLANT_03,FAB_002,2026-M07,12870,Normal
MD_01280,PLANT_04,FAB_005,2026-M03,7590,Normal
MD_01281,PLANT_03,FAB_001,2027-M04,20033,High
MD_01282,PLANT_03,FAB_008,2027-M04,5663,Normal
MD_01283,PLANT_01,FAB_028,2026-M08,5068,High
MD_01284,PLANT_02,FAB_020,2026-M03,6958,Normal
MD_01285,PLANT_03,FAB_002,2027-M12,19960,Normal
MD_01286,PLANT_04,FAB_007,2027-M03,14873,Normal
MD_01287,PLANT_01,FAB_011,2027-M05,15620,Critical
MD_01288,PLANT_01,FAB_010,2026-M12,4690,Normal
MD_01289,PLANT_02,FAB_020,2026-M07,5894,Normal
MD_01290,PLANT_02,FAB_027,2027-M03,5437,Critical
MD_01291,PLANT_02,FAB_010,2027-M06,23637,Normal
MD_01292,PLANT_01,FAB_017,2027-M01,9905,High
MD_01293,PLANT_01,FAB_029,2026-M04,7026,High
MD_01294,PLANT_04,FAB_024,2027-M09,17949,Normal
MD_01295,PLANT_04,FAB_020,2026-M09,4051,High
MD_01296,PLANT_02,FAB_029,2027-M05,7887,High
MD_01297,PLANT_05,FAB_018,2026-M08,4866,High
MD_01298,PLANT_03,FAB_022,2027-M02,19449,Normal
MD_01299,PLANT_01,FAB_009,2026-M01,4669,Critical
MD_01300,PLANT_01,FAB_022,2027-M04,22077,High
MD_01301,PLANT_05,FAB_017,2026-M01,24183,Normal
MD_01302,PLANT_04,FAB_012,2027-M08,14267,Normal
MD_01303,PLANT_03,FAB_025,2027-M04,20647,High
MD_01304,PLANT_04,FAB_013,2026-M11,4346,Normal
MD_01305,PLANT_05,FAB_014,2026-M02,5137,Normal
MD_01306,PLANT_01,FAB_008,2026-M05,4949,Normal
MD_01307,PLANT_04,FAB_021,2026-M01,9376,Normal
MD_01308,PLANT_03,FAB_015,2026-M05,16897,Critical
MD_01309,PLANT_01,FAB_026,2026-M05,22947,Normal
MD_01310,PLANT_03,FAB_013,2026-M08,21349,High
MD_01311,PLANT_05,FAB_009,2026-M03,20342,High
MD_01312,PLANT_05,FAB_017,2027-M02,22385,Normal
MD_01313,PLANT_03,FAB_001,2026-M05,19481,Critical
MD_01314,PLANT_03,FAB_001,2026-M04,10572,High
MD_01315,PLANT_05,FAB_020,2027-M03,16352,Normal
MD_01316,PLANT_03,FAB_007,2027-M10,15642,Critical
MD_01317,PLANT_05,FAB_014,2027-M10,14456,High
MD_01318,PLANT_05,FAB_014,2026-M03,16535,Critical
MD_01319,PLANT_01,FAB_006,2027-M04,17323,High
MD_01320,PLANT_05,FAB_003,2026-M03,2661,High
MD_01321,PLANT_02,FAB_025,2026-M09,19226,Normal
MD_01322,PLANT_03,FAB_004,2027-M11,15624,High
MD_01323,PLANT_01,FAB_004,2026-M01,9801,Critical
MD_01324,PLANT_04,FAB_015,2026-M11,15720,High
MD_01325,PLANT_05,FAB_025,2027-M02,23887,Critical
MD_01326,PLANT_03,FAB_019,2027-M12,10976,High
MD_01327,PLANT_04,FAB_023,2026-M07,20208,Critical
MD_01328,PLANT_03,FAB_006,2027-M12,7685,Normal
MD_01329,PLANT_05,FAB_015,2027-M02,15123,High
MD_01330,PLANT_03,FAB_027,2027-M06,3753,High
MD_01331,PLANT_01,FAB_020,2026-M02,15379,High
MD_01332,PLANT_03,FAB_015,2027-M11,3762,Normal
MD_01333,PLANT_02,FAB_009,2027-M01,7016,Critical
MD_01334,PLANT_03,FAB_022,2027-M11,14508,High
MD_01335,PLANT_05,FAB_029,2026-M01,13791,Normal
MD_01336,PLANT_01,FAB_027,2027-M09,20965,High
